caseid,state,X_trump,X_harris,selfvoted_2024,validated_voter
1855450768,51,0.0,0.0,0.0,1
1855448320,42,0.0,0.0,0.0,1
1855426682,10,0.0,0.0,,1
1855427602,6,0.0,0.0,0.0,1
1852844402,26,0.0,0.0,0.0,1
1853524336,51,0.0,0.0,0.0,1
1854395366,28,0.0,0.0,0.0,1
1855392892,10,0.0,0.0,0.0,1
1855451324,54,0.0,0.0,,0
1855445552,32,0.0,0.0,0.0,0
1854437388,36,0.0,0.0,0.0,1
1855422592,8,0.0,0.0,0.0,0
1855427484,37,0.0,0.0,0.0,1
1855445692,29,0.0,0.0,0.0,1
1855445582,19,0.0,0.0,0.0,1
1854381510,36,0.0,0.0,0.0,1
1854303740,12,0.0,0.0,0.0,1
1854360366,16,0.0,0.0,0.0,1
1852327570,55,0.0,0.0,,0
1855427142,22,0.0,0.0,0.0,1
1855389036,19,0.0,0.0,0.0,1
1855477988,39,0.0,0.0,,0
1854815208,47,0.0,0.0,0.0,0
1855403552,10,0.0,0.0,,1
1855451054,17,0.0,0.0,0.0,1
1855451192,15,0.0,0.0,0.0,1
1855449116,25,0.0,0.0,0.0,1
1854580626,20,0.0,0.0,0.0,1
1855445698,12,0.0,0.0,0.0,1
1855439474,27,0.0,0.0,,1
1855438932,8,0.0,0.0,0.0,1
1855486504,42,0.0,0.0,0.0,1
1855486408,13,0.0,0.0,0.0,1
1855487164,49,0.0,0.0,0.0,0
1855487036,6,0.0,0.0,0.0,0
1855506450,51,0.0,0.0,0.0,0
1855390592,6,0.0,0.0,,1
1854513112,36,0.0,0.0,0.0,1
1855427408,6,0.0,0.0,0.0,1
1855451338,48,0.0,0.0,0.0,1
1855450922,29,0.0,0.0,0.0,1
1855486336,39,0.0,0.0,0.0,1
1854645526,36,0.0,0.0,,1
1855492510,6,0.0,0.0,,0
1855451002,20,0.0,0.0,0.0,1
1854442348,27,0.0,0.0,0.0,1
1855486862,55,0.0,0.0,0.0,1
1855450368,6,0.0,0.0,0.0,1
1854031176,28,0.0,0.0,0.0,1
1855449542,26,0.0,0.0,0.0,1
1855507140,40,0.0,0.0,0.0,1
1855427066,17,0.0,0.0,0.0,1
1855450252,12,0.0,0.0,0.0,1
1855478554,36,0.0,0.0,0.0,1
1855503554,29,0.0,0.0,0.0,1
1851207408,48,0.0,0.0,,0
1855427508,48,0.0,0.0,0.0,1
1854241538,48,0.0,0.0,,0
1855456068,26,0.0,0.0,0.0,1
1852761028,12,0.0,0.0,0.0,1
1855520734,39,0.0,0.0,0.0,1
1855503372,28,0.0,0.0,0.0,1
1855507548,17,0.0,0.0,0.0,1
1855450668,26,0.0,0.0,0.0,1
1855275220,26,0.0,0.0,,0
1855471224,34,0.0,0.0,0.0,0
1854415776,32,0.0,0.0,0.0,0
1855529952,6,0.0,0.0,0.0,1
1855515026,32,0.0,0.0,0.0,1
1855445026,17,0.0,0.0,0.0,0
1855487260,12,0.0,0.0,0.0,1
1855536362,16,0.0,0.0,0.0,1
1855508204,24,0.0,0.0,,0
1855534960,24,0.0,0.0,0.0,0
1854772658,9,0.0,0.0,,0
1855536268,44,0.0,0.0,0.0,1
1852412208,51,0.0,0.0,0.0,1
1855536424,55,0.0,0.0,,0
1855527952,6,0.0,0.0,,0
1855537038,48,0.0,0.0,0.0,1
1855507430,12,0.0,0.0,0.0,1
1855523572,6,0.0,0.0,0.0,1
1855289308,12,0.0,0.0,,0
1855297898,50,0.0,0.0,0.0,1
1854815696,27,0.0,0.0,0.0,1
1855342848,17,0.0,0.0,0.0,0
1855536234,27,0.0,0.0,0.0,1
1855536028,36,0.0,0.0,0.0,1
1852692936,39,0.0,0.0,0.0,1
1855507570,34,0.0,0.0,0.0,1
1854381356,32,0.0,0.0,0.0,0
1855527828,12,0.0,0.0,0.0,1
1854720456,55,0.0,0.0,0.0,0
1855508018,42,0.0,0.0,0.0,1
1855537420,27,0.0,0.0,,0
1855557090,51,0.0,0.0,0.0,1
1855556780,42,0.0,0.0,,0
1855557232,17,0.0,0.0,0.0,1
1855571166,45,0.0,0.0,0.0,1
1855547076,45,0.0,0.0,0.0,1
1854854800,32,0.0,0.0,0.0,1
1854670338,12,0.0,0.0,0.0,1
1853584604,8,0.0,0.0,,0
1855584174,36,0.0,0.0,,0
1854508668,55,0.0,0.0,0.0,0
1855556788,6,0.0,0.0,0.0,1
1855537084,12,0.0,0.0,0.0,0
1855451376,13,0.0,0.0,,0
1855584112,33,0.0,0.0,0.0,1
1855404646,17,0.0,0.0,0.0,1
1855602712,54,0.0,0.0,,0
1855585212,51,0.0,0.0,0.0,0
1855585668,4,0.0,0.0,0.0,1
1855575878,47,0.0,0.0,0.0,1
1855585428,4,0.0,0.0,,0
1855602714,34,0.0,0.0,0.0,1
1855557614,4,0.0,0.0,0.0,1
1855593590,4,0.0,0.0,0.0,1
1855603084,17,0.0,0.0,,0
1855537040,12,0.0,0.0,,1
1855585518,50,0.0,0.0,0.0,0
1855603948,42,0.0,0.0,0.0,1
1855620034,48,0.0,0.0,0.0,1
1855584616,32,0.0,0.0,0.0,1
1854436090,12,0.0,0.0,0.0,1
1855537292,15,0.0,0.0,0.0,1
1855628966,34,0.0,0.0,0.0,0
1855486850,17,0.0,0.0,0.0,1
1855632208,36,0.0,0.0,0.0,0
1854900184,5,0.0,0.0,0.0,0
1854397008,1,0.0,0.0,0.0,1
1855449134,48,0.0,0.0,0.0,1
1844112144,41,0.0,0.0,0.0,0
1854816152,26,0.0,0.0,0.0,1
1855631950,12,0.0,0.0,0.0,0
1855631820,42,0.0,0.0,0.0,1
1855629624,17,0.0,0.0,0.0,1
1855631020,48,0.0,0.0,,0
1855629076,55,0.0,0.0,,0
1855649234,53,0.0,0.0,0.0,1
1855632480,55,0.0,0.0,,1
1855631824,51,0.0,0.0,0.0,0
1855649226,48,0.0,0.0,,1
1855654054,32,0.0,0.0,0.0,1
1855649990,34,0.0,0.0,,1
1855632754,29,0.0,0.0,0.0,1
1855632018,6,0.0,0.0,0.0,1
1855650734,37,0.0,0.0,,0
1855556520,21,0.0,0.0,0.0,1
1855632712,41,0.0,0.0,0.0,1
1855632774,55,0.0,0.0,,0
1855649038,36,0.0,0.0,,0
1855536080,6,0.0,0.0,0.0,0
1855649456,42,0.0,0.0,0.0,1
1855556426,23,0.0,0.0,0.0,1
1855631866,16,0.0,0.0,0.0,1
1855632538,48,0.0,0.0,,1
1855620920,41,0.0,0.0,0.0,1
1855673404,53,0.0,0.0,0.0,1
1855650352,54,0.0,0.0,0.0,1
1855635988,48,0.0,0.0,0.0,1
1855636914,15,0.0,0.0,0.0,1
1855636142,6,0.0,0.0,,0
1855677478,4,0.0,0.0,0.0,1
1855677380,12,0.0,0.0,0.0,1
1855636218,48,0.0,0.0,0.0,1
1855650192,41,0.0,0.0,0.0,1
1855649126,45,0.0,0.0,0.0,1
1855677242,32,0.0,0.0,,0
1855650216,35,0.0,0.0,0.0,1
1855676852,26,0.0,0.0,0.0,1
1855681002,32,0.0,0.0,0.0,0
1855677236,12,0.0,0.0,0.0,1
1855672284,48,0.0,0.0,0.0,1
1855649040,55,0.0,0.0,0.0,1
1855681666,21,0.0,0.0,,0
1855683386,42,0.0,0.0,0.0,1
1855681936,39,0.0,0.0,0.0,1
1855637344,6,0.0,0.0,0.0,1
1855680910,37,0.0,0.0,0.0,1
1855635632,48,0.0,0.0,0.0,1
1855660744,29,0.0,0.0,0.0,0
1855693842,13,0.0,0.0,,0
1854515610,37,0.0,0.0,0.0,1
1855680914,42,0.0,0.0,0.0,1
1855694026,15,0.0,0.0,0.0,1
1855677370,44,0.0,0.0,0.0,1
1854900108,39,0.0,0.0,0.0,1
1855681584,8,0.0,0.0,0.0,1
1855698068,51,0.0,0.0,0.0,1
1855681582,42,0.0,0.0,,0
1854032126,32,0.0,0.0,0.0,0
1855677752,22,0.0,0.0,0.0,1
1855711140,53,0.0,0.0,0.0,0
1855728370,48,0.0,0.0,0.0,1
1854579400,26,0.0,0.0,0.0,1
1855728624,21,0.0,0.0,0.0,1
1855275228,19,0.0,0.0,,1
1855680894,12,0.0,0.0,,0
1855681560,31,0.0,0.0,0.0,1
1855485358,48,0.0,0.0,0.0,1
1855684298,34,0.0,0.0,0.0,1
1855537386,48,0.0,0.0,0.0,0
1855557810,48,0.0,0.0,,0
1855488448,53,0.0,0.0,,0
1855732718,55,0.0,0.0,,0
1855697762,37,0.0,0.0,0.0,1
1855646240,37,0.0,0.0,0.0,1
1854138196,34,0.0,0.0,,0
1855702912,21,0.0,0.0,0.0,1
1855732376,30,0.0,0.0,0.0,1
1851008598,1,0.0,0.0,,0
1855732304,6,0.0,0.0,0.0,1
1855732760,12,0.0,0.0,0.0,1
1855733260,25,0.0,0.0,0.0,1
1854837740,8,0.0,0.0,0.0,1
1855732100,12,0.0,0.0,0.0,1
1855728580,13,0.0,0.0,0.0,1
1855748318,53,0.0,0.0,0.0,1
1855733466,49,0.0,0.0,0.0,0
1855694456,48,0.0,0.0,0.0,0
1855716312,17,0.0,0.0,,0
1855732368,4,0.0,0.0,0.0,1
1854799870,12,0.0,0.0,,0
1855732804,35,0.0,0.0,0.0,0
1855733168,35,0.0,0.0,0.0,1
1855733456,35,0.0,0.0,,1
1855538950,12,0.0,0.0,,0
1855683364,1,0.0,0.0,,0
1855733678,4,0.0,0.0,0.0,1
1855751392,36,0.0,0.0,,0
1855732576,19,0.0,0.0,,0
1854699040,37,0.0,0.0,0.0,0
1855752064,19,0.0,0.0,0.0,1
1854442250,1,0.0,0.0,0.0,1
1855751312,37,0.0,0.0,0.0,0
1855752630,25,0.0,0.0,0.0,1
1852628594,36,0.0,0.0,,1
1849277536,20,0.0,0.0,0.0,1
1855753212,42,0.0,0.0,0.0,1
1855728396,13,0.0,0.0,0.0,1
1855733612,28,0.0,0.0,,1
1855752580,42,0.0,0.0,0.0,1
1855739146,35,0.0,0.0,0.0,1
1855694106,34,0.0,0.0,0.0,1
1855732270,51,0.0,0.0,0.0,1
1855744768,41,0.0,0.0,0.0,1
1854443202,42,0.0,0.0,0.0,1
1854491436,42,0.0,0.0,0.0,1
1855732772,6,0.0,0.0,0.0,1
1855559542,12,0.0,0.0,0.0,1
1855732868,37,0.0,0.0,0.0,1
1855773626,36,0.0,0.0,0.0,0
1855753494,48,0.0,0.0,0.0,1
1855770218,36,0.0,0.0,0.0,0
1855770106,15,0.0,0.0,0.0,1
1855753280,55,0.0,0.0,0.0,1
1854171976,53,0.0,0.0,,1
1855757364,17,0.0,0.0,0.0,1
1855769914,29,0.0,0.0,,1
1855677692,55,0.0,0.0,0.0,1
1855773944,41,0.0,0.0,0.0,1
1855701976,36,0.0,0.0,0.0,1
1855774094,53,0.0,0.0,0.0,1
1855753666,12,0.0,0.0,0.0,1
1855793808,26,0.0,0.0,0.0,1
1852720704,25,0.0,0.0,,0
1855733254,48,0.0,0.0,0.0,1
1855790126,42,0.0,0.0,0.0,1
1855773992,25,0.0,0.0,0.0,1
1854721640,36,0.0,0.0,,1
1855577818,48,0.0,0.0,,0
1855631706,6,0.0,0.0,0.0,0
1855632828,48,0.0,0.0,0.0,1
1855770560,12,0.0,0.0,0.0,1
1855539508,17,0.0,0.0,0.0,1
1855809624,26,0.0,0.0,0.0,1
1855800528,6,0.0,0.0,,1
1855752524,1,0.0,0.0,0.0,1
1855770534,37,0.0,0.0,0.0,0
1855812878,19,0.0,0.0,0.0,1
1855732922,26,0.0,0.0,0.0,1
1855813066,22,0.0,0.0,0.0,0
1855805604,40,0.0,0.0,0.0,1
1855488318,51,0.0,0.0,0.0,1
1855827322,48,0.0,0.0,0.0,1
1855822360,27,0.0,0.0,0.0,1
1855817096,48,0.0,0.0,0.0,1
1854748942,35,0.0,0.0,0.0,1
1855823524,29,0.0,0.0,0.0,0
1855795236,6,0.0,0.0,0.0,1
1855825708,55,0.0,0.0,0.0,1
1855827334,12,0.0,0.0,0.0,0
1855791102,35,0.0,0.0,,1
1855839288,27,0.0,0.0,0.0,1
1855649330,51,0.0,0.0,0.0,1
1855813322,39,0.0,0.0,0.0,1
1855813006,48,0.0,0.0,0.0,1
1855824696,34,0.0,0.0,0.0,1
1855843166,26,0.0,0.0,0.0,1
1855839248,12,0.0,0.0,0.0,1
1855822742,26,0.0,0.0,0.0,1
1855827934,26,0.0,0.0,0.0,0
1855827498,54,0.0,0.0,0.0,1
1855800300,26,0.0,0.0,0.0,1
1855843302,26,0.0,0.0,0.0,1
1855843080,34,0.0,0.0,0.0,1
1855843674,48,0.0,0.0,0.0,1
1855843684,26,0.0,0.0,,0
1855842600,48,0.0,0.0,0.0,1
1855839462,17,0.0,0.0,0.0,1
1855858364,6,0.0,0.0,,1
1855844054,26,0.0,0.0,,0
1855752618,42,0.0,0.0,0.0,1
1855840468,6,0.0,0.0,0.0,1
1855693798,22,0.0,0.0,,0
1854722130,45,0.0,0.0,0.0,1
1855732012,42,0.0,0.0,0.0,1
1855869960,55,0.0,0.0,,0
1855869364,12,0.0,0.0,0.0,1
1855869378,33,0.0,0.0,0.0,1
1855870034,26,0.0,0.0,0.0,1
1855865784,24,0.0,0.0,0.0,1
1855869766,53,0.0,0.0,0.0,1
1855885592,26,0.0,0.0,0.0,1
1855827442,47,0.0,0.0,,1
1855878412,15,0.0,0.0,0.0,1
1855885366,11,0.0,0.0,0.0,0
1855870182,21,0.0,0.0,0.0,1
1855885698,6,0.0,0.0,0.0,1
1855885726,6,0.0,0.0,0.0,0
1855888892,12,0.0,0.0,0.0,1
1855885236,56,0.0,0.0,0.0,1
1854647090,37,0.0,0.0,0.0,1
1855875798,26,0.0,0.0,0.0,1
1855890920,36,0.0,0.0,0.0,0
1855842740,39,0.0,0.0,0.0,0
1855885870,44,0.0,0.0,0.0,1
1855885348,6,0.0,0.0,0.0,1
1855870132,6,0.0,0.0,0.0,1
1855910556,6,0.0,0.0,0.0,1
1855889032,17,0.0,0.0,0.0,0
1855843912,12,0.0,0.0,0.0,1
1855869640,39,0.0,0.0,0.0,1
1855870268,24,0.0,0.0,0.0,1
1855885188,37,0.0,0.0,0.0,0
1855873680,6,0.0,0.0,0.0,0
1855887834,18,0.0,0.0,0.0,1
1855888930,36,0.0,0.0,0.0,0
1855869052,26,0.0,0.0,0.0,1
1855869752,26,0.0,0.0,0.0,1
1855873812,40,0.0,0.0,0.0,1
1855886100,55,0.0,0.0,0.0,1
1855889202,28,0.0,0.0,,0
1855901300,53,0.0,0.0,0.0,1
1855899618,1,0.0,0.0,0.0,1
1855869796,6,0.0,0.0,0.0,1
1855885504,12,0.0,0.0,0.0,1
1852841224,48,0.0,0.0,,0
1855733286,22,0.0,0.0,0.0,1
1855897194,55,0.0,0.0,0.0,1
1855813158,6,0.0,0.0,,0
1855869040,6,0.0,0.0,0.0,1
1855869586,55,0.0,0.0,0.0,1
1855885378,25,0.0,0.0,0.0,1
1855915206,8,0.0,0.0,0.0,1
1855870454,8,0.0,0.0,0.0,1
1855781138,48,0.0,0.0,,0
1855942194,47,0.0,0.0,0.0,1
1855927556,25,0.0,0.0,,0
1855942146,28,0.0,0.0,0.0,1
1855915074,17,0.0,0.0,0.0,1
1855942190,29,0.0,0.0,0.0,1
1855953004,39,0.0,0.0,0.0,1
1855956686,51,0.0,0.0,,0
1855955202,26,0.0,0.0,0.0,1
1855957084,45,0.0,0.0,0.0,1
1855957490,48,0.0,0.0,0.0,1
1855956564,12,0.0,0.0,0.0,1
1855915940,46,0.0,0.0,0.0,1
1855941580,12,0.0,0.0,0.0,1
1855969580,13,0.0,0.0,0.0,1
1855956762,20,0.0,0.0,0.0,1
1855953098,28,0.0,0.0,0.0,0
1855970838,36,0.0,0.0,0.0,0
1855957086,21,0.0,0.0,0.0,1
1855956190,37,0.0,0.0,0.0,1
1855942038,39,0.0,0.0,0.0,1
1855981726,26,0.0,0.0,0.0,1
1855970590,26,0.0,0.0,0.0,1
1855963314,34,0.0,0.0,0.0,1
1855941654,41,0.0,0.0,0.0,1
1855981778,4,0.0,0.0,0.0,1
1855941806,22,0.0,0.0,0.0,1
1855952864,50,0.0,0.0,0.0,1
1855956652,51,0.0,0.0,0.0,1
1855956384,13,0.0,0.0,0.0,1
1855981528,6,0.0,0.0,0.0,1
1855972428,13,0.0,0.0,,1
1855956354,12,0.0,0.0,0.0,1
1855981904,46,0.0,0.0,0.0,1
1855869332,24,0.0,0.0,0.0,1
1855971034,26,0.0,0.0,0.0,1
1855975054,36,0.0,0.0,0.0,1
1855971220,6,0.0,0.0,0.0,1
1855995510,37,0.0,0.0,,0
1855995464,12,0.0,0.0,,0
1855982192,53,0.0,0.0,0.0,1
1855981502,34,0.0,0.0,0.0,1
1855970932,20,0.0,0.0,0.0,1
1855981636,6,0.0,0.0,0.0,0
1855956768,29,0.0,0.0,0.0,1
1855996364,27,0.0,0.0,0.0,1
1855982558,36,0.0,0.0,,0
1855996314,42,0.0,0.0,0.0,1
1856014862,26,0.0,0.0,,0
1855996614,48,0.0,0.0,,1
1855997554,26,0.0,0.0,0.0,1
1855996474,55,0.0,0.0,0.0,1
1855981444,42,0.0,0.0,0.0,1
1856014614,48,0.0,0.0,,0
1856015242,39,0.0,0.0,,0
1855995438,21,0.0,0.0,0.0,1
1855996536,26,0.0,0.0,0.0,1
1855995794,12,0.0,0.0,0.0,1
1856015658,6,0.0,0.0,0.0,1
1856014612,13,0.0,0.0,0.0,1
1855996240,18,0.0,0.0,0.0,1
1856022558,6,0.0,0.0,0.0,1
1856015044,39,0.0,0.0,0.0,1
1855959252,39,0.0,0.0,0.0,1
1856019118,50,0.0,0.0,0.0,1
1855998666,29,0.0,0.0,0.0,1
1855780634,42,0.0,0.0,,0
1855999764,11,0.0,0.0,0.0,1
1856022216,18,0.0,0.0,0.0,1
1856015848,12,0.0,0.0,0.0,1
1854651266,6,0.0,0.0,0.0,1
