caseid,state_name,X_trump,X_clinton,selfvoted_2016,likely_voter,validated_voter,CC16_364_names
302524505,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524521,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524524,Texas,1.0,0.0,1.0,1.0,0,"yes, definitely"
302524527,Georgia,0.0,1.0,1.0,1.0,0,"yes, definitely"
302524528,Montana,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524533,North Dakota,1.0,0.0,1.0,1.0,0,"yes, definitely"
302524534,New Jersey,,,,0.0,0,no
302524545,Oregon,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524549,Minnesota,,,,1.0,0,probably
302524550,Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524551,Arizona,0.0,1.0,1.0,1.0,0,"yes, definitely"
302524554,New Jersey,,,,0.0,0,undecided
302524581,Louisiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524620,New Hampshire,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524636,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524645,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524669,Florida,,,,1.0,1,"yes, definitely"
302524672,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524678,Massachusetts,,,,0.0,1,undecided
302524682,Connecticut,1.0,0.0,1.0,1.0,0,probably
302524695,Ohio,,,,1.0,0,"yes, definitely"
302524729,New York,1.0,0.0,1.0,1.0,0,"yes, definitely"
302524730,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524733,Colorado,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524740,Michigan,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524741,Texas,1.0,0.0,1.0,1.0,0,"yes, definitely"
302524748,Alabama,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524752,South Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524769,Texas,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524780,North Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524786,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524795,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524796,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524801,Georgia,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524811,North Carolina,0.0,1.0,1.0,1.0,0,"yes, definitely"
302524815,New York,,,,0.0,0,no
302524822,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524832,Georgia,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524833,Maine,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524836,Connecticut,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524843,Maryland,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524844,Florida,1.0,0.0,1.0,1.0,0,"yes, definitely"
302524853,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524854,District Of Columbia,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524872,Iowa,0.0,1.0,1.0,1.0,1,i already voted (early or absentee)
302524880,New Mexico,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524899,Wisconsin,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524916,Indiana,0.0,0.0,1.0,1.0,1,"yes, definitely"
302524921,Alabama,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524931,New Jersey,1.0,0.0,1.0,1.0,0,"yes, definitely"
302524933,Pennsylvania,,,,0.0,0,no
302524943,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524944,Virginia,,,,0.0,0,no
302524946,South Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524947,Massachusetts,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524949,North Dakota,0.0,1.0,1.0,1.0,0,"yes, definitely"
302524960,Minnesota,0.0,1.0,1.0,1.0,0,"yes, definitely"
302524963,North Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524969,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524980,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524991,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
302524995,Mississippi,0.0,1.0,1.0,1.0,1,"yes, definitely"
302524996,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525012,Texas,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525013,Wisconsin,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525019,Missouri,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525022,Colorado,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525028,Tennessee,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525029,Michigan,,,,1.0,0,"yes, definitely"
302525034,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525081,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525097,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525105,Alabama,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525118,California,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525122,Alabama,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525125,Virginia,1.0,0.0,1.0,1.0,0,probably
302525142,Connecticut,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525163,Oregon,0.0,0.0,1.0,1.0,0,"yes, definitely"
302525166,New Jersey,0.0,1.0,1.0,1.0,0,"yes, definitely"
302525172,Michigan,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525175,Michigan,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525192,Pennsylvania,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525198,Missouri,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525207,Connecticut,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525209,Illinois,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525216,South Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525222,New York,1.0,0.0,1.0,1.0,0,probably
302525231,Iowa,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525249,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525253,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525267,Illinois,,,,0.0,0,no
302525269,South Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525270,Iowa,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525278,New York,1.0,0.0,1.0,0.0,1,undecided
302525283,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525286,Illinois,0.0,1.0,1.0,1.0,0,"yes, definitely"
302525290,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525296,Texas,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525301,New Hampshire,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525302,Kentucky,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525307,Indiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525310,Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525311,New York,1.0,0.0,1.0,1.0,1,probably
302525314,Tennessee,,,,0.0,0,no
302525317,Maryland,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525328,Arizona,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525330,Florida,0.0,1.0,1.0,1.0,1,i already voted (early or absentee)
302525346,Arizona,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525351,Maine,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525355,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525362,Iowa,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525371,Delaware,0.0,0.0,1.0,1.0,0,"yes, definitely"
302525374,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525388,New Jersey,0.0,1.0,1.0,1.0,0,"yes, definitely"
302525393,Washington,0.0,0.0,1.0,1.0,0,"yes, definitely"
302525395,Georgia,,,,0.0,0,no
302525399,New Jersey,,,,0.0,0,no
302525404,Georgia,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525433,North Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525435,Illinois,0.0,1.0,1.0,1.0,0,"yes, definitely"
302525443,North Carolina,0.0,0.0,1.0,1.0,0,"yes, definitely"
302525445,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525446,Georgia,0.0,0.0,1.0,1.0,1,"yes, definitely"
302525451,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525458,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
302525464,South Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525478,North Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525481,North Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525482,Colorado,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525484,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525488,Virginia,0.0,0.0,1.0,1.0,0,"yes, definitely"
302525490,Tennessee,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525528,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525535,New York,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525539,Pennsylvania,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525549,Tennessee,,,,1.0,0,"yes, definitely"
302525551,Illinois,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525552,Indiana,,,,1.0,0,"yes, definitely"
302525565,Florida,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525568,Maryland,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525574,Georgia,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525577,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525580,New York,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525590,New Hampshire,0.0,0.0,1.0,1.0,1,"yes, definitely"
302525594,North Carolina,0.0,1.0,1.0,1.0,0,"yes, definitely"
302525596,Washington,0.0,0.0,1.0,1.0,1,"yes, definitely"
302525599,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525610,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525613,South Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525616,Florida,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525619,Washington,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525626,Nebraska,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525629,Oregon,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525630,Louisiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525632,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525637,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525641,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525653,Illinois,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525656,California,0.0,1.0,1.0,1.0,0,"yes, definitely"
302525663,New York,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525665,Oregon,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525675,Indiana,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525678,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525681,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525693,Florida,,,,0.0,0,no
302525698,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525710,Maine,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525714,Massachusetts,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525722,New Jersey,1.0,0.0,1.0,1.0,0,"yes, definitely"
302525745,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525769,Washington,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525779,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525806,Minnesota,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525817,New Hampshire,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525841,Missouri,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525854,Texas,,,,0.0,0,undecided
302525864,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525878,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525886,Illinois,0.0,1.0,1.0,1.0,1,"yes, definitely"
302525915,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525927,Washington,0.0,1.0,1.0,1.0,0,"yes, definitely"
302525933,Wisconsin,1.0,0.0,1.0,1.0,1,"yes, definitely"
302525956,Florida,,,,0.0,0,no
302525965,Pennsylvania,0.0,1.0,1.0,1.0,0,"yes, definitely"
302526003,Wisconsin,0.0,1.0,1.0,1.0,0,"yes, definitely"
302526016,Wisconsin,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526023,Mississippi,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526026,New Jersey,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526030,New Jersey,0.0,0.0,1.0,1.0,1,"yes, definitely"
302526034,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526035,Kansas,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526037,Maine,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526038,Iowa,0.0,0.0,1.0,1.0,0,probably
302526040,New Jersey,0.0,0.0,1.0,1.0,1,"yes, definitely"
302526048,Michigan,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526051,Wisconsin,1.0,0.0,1.0,1.0,0,"yes, definitely"
302526054,California,0.0,1.0,1.0,1.0,0,"yes, definitely"
302526062,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526070,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526078,California,,,,1.0,0,"yes, definitely"
302526083,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526087,Massachusetts,0.0,0.0,1.0,1.0,0,"yes, definitely"
302526089,Mississippi,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526093,Colorado,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526096,Illinois,1.0,0.0,1.0,1.0,0,"yes, definitely"
302526120,Indiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526124,North Carolina,0.0,1.0,1.0,1.0,0,"yes, definitely"
302526125,Colorado,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526136,Texas,0.0,1.0,1.0,1.0,0,"yes, definitely"
302526141,Florida,,,,0.0,0,no
302526170,New Jersey,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526172,Georgia,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526173,New Hampshire,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526174,Colorado,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526175,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526178,Georgia,0.0,0.0,1.0,1.0,1,"yes, definitely"
302526205,Montana,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526213,Indiana,,,,1.0,0,"yes, definitely"
302526222,Georgia,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526227,Indiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526229,Georgia,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526245,New Jersey,1.0,0.0,1.0,1.0,1,probably
302526249,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526279,Texas,,,,0.0,0,undecided
302526289,South Carolina,0.0,1.0,1.0,1.0,0,"yes, definitely"
302526315,Virginia,,,,1.0,0,"yes, definitely"
302526317,Michigan,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526319,Texas,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526322,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526338,Arizona,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526345,Tennessee,,,,1.0,0,probably
302526370,Minnesota,1.0,0.0,1.0,1.0,0,"yes, definitely"
302526372,Oklahoma,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526373,North Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
302526383,Texas,1.0,0.0,1.0,1.0,0,"yes, definitely"
302526384,Illinois,,,,0.0,0,undecided
302526389,Washington,0.0,1.0,1.0,1.0,1,"yes, definitely"
302526400,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
302527130,Kansas,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527316,Illinois,1.0,0.0,1.0,1.0,1,probably
302527716,Texas,0.0,0.0,1.0,0.0,0,no
302527717,Michigan,,,,1.0,1,"yes, definitely"
302527718,Montana,,,,1.0,0,"yes, definitely"
302527719,Kentucky,1.0,0.0,1.0,1.0,1,"yes, definitely"
302527722,New York,0.0,1.0,1.0,1.0,0,"yes, definitely"
302527729,Oklahoma,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527740,Ohio,1.0,0.0,1.0,1.0,0,"yes, definitely"
302527742,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527748,Mississippi,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527756,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527762,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
302527763,South Dakota,1.0,0.0,1.0,1.0,1,"yes, definitely"
302527767,Kansas,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527775,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527867,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527885,Indiana,,,,0.0,0,no
302527903,Texas,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527921,Iowa,0.0,0.0,1.0,1.0,1,"yes, definitely"
302527923,South Dakota,0.0,1.0,1.0,1.0,0,"yes, definitely"
302527928,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
302527939,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
302527943,North Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
302527957,Maine,1.0,0.0,1.0,1.0,1,"yes, definitely"
302527958,New York,,,,0.0,0,no
302527973,Texas,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527974,Massachusetts,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527977,Wyoming,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527982,Oregon,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527985,West Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
302527986,Kentucky,1.0,0.0,1.0,1.0,0,"yes, definitely"
302527988,Arkansas,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528003,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528010,Tennessee,,,,1.0,0,"yes, definitely"
302528014,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528016,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528025,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528030,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528036,Utah,0.0,0.0,1.0,1.0,0,probably
302528037,Kentucky,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528038,New York,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528040,Georgia,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528041,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528048,New Jersey,1.0,0.0,1.0,1.0,1,i already voted (early or absentee)
302528062,North Carolina,0.0,1.0,1.0,1.0,0,"yes, definitely"
302528067,Florida,,,,0.0,0,no
302528070,Washington,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528074,Oregon,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528075,Wisconsin,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528077,Ohio,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528079,West Virginia,0.0,1.0,1.0,1.0,0,"yes, definitely"
302528081,New York,0.0,0.0,1.0,1.0,1,probably
302528087,Idaho,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528090,Oregon,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528091,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
302528112,New York,,,,0.0,0,undecided
302528117,Nevada,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528118,Iowa,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528128,Ohio,,,,0.0,0,no
302528134,South Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528164,Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528167,Wisconsin,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528170,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528173,Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528176,Pennsylvania,0.0,1.0,1.0,1.0,0,"yes, definitely"
302528181,Michigan,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528187,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528190,Texas,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528196,Arizona,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528199,New Jersey,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528200,Wisconsin,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528209,Virginia,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528220,Arizona,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528221,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528222,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528223,Texas,,,,0.0,0,no
302528226,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528228,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528229,Mississippi,,,,1.0,0,"yes, definitely"
302528236,Alabama,,,,1.0,1,"yes, definitely"
302528238,Georgia,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528241,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528247,Nevada,,,,1.0,0,probably
302528249,Illinois,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528257,Maine,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528261,Delaware,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528264,Ohio,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528265,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528269,Iowa,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528272,California,0.0,1.0,1.0,1.0,0,"yes, definitely"
302528276,New Jersey,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528283,Virginia,,,,1.0,0,"yes, definitely"
302528292,Arizona,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528297,Maryland,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528302,Missouri,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528305,Connecticut,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528310,Virginia,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528311,Virginia,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528315,Oklahoma,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528322,Kansas,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528337,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528342,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528344,Wisconsin,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528349,California,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528370,Delaware,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528376,Arizona,,,,1.0,0,"yes, definitely"
302528377,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528378,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528380,Arizona,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528382,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528386,Oregon,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528387,Florida,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528394,New York,,,,0.0,1,no
302528397,Vermont,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528412,Alaska,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528417,Texas,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528419,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528428,Kentucky,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528440,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528446,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528454,Maine,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528461,South Carolina,0.0,1.0,1.0,1.0,0,probably
302528463,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528478,Indiana,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528485,Illinois,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528487,South Dakota,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528491,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528495,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528503,Michigan,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528506,Texas,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528519,Arkansas,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528527,New Jersey,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528537,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528567,Michigan,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528578,Illinois,0.0,1.0,1.0,1.0,0,"yes, definitely"
302528579,Florida,,,,0.0,0,no
302528594,Oregon,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528603,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528607,California,,,,1.0,1,"yes, definitely"
302528616,Colorado,0.0,0.0,1.0,1.0,1,"yes, definitely"
302528619,Virginia,,,,1.0,1,"yes, definitely"
302528642,Massachusetts,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528646,Illinois,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528649,California,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528659,Michigan,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528682,Michigan,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528686,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528689,Illinois,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528695,Missouri,,,,0.0,0,no
302528714,Illinois,,,,1.0,0,"yes, definitely"
302528715,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528717,New Mexico,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528722,Kentucky,0.0,1.0,1.0,1.0,0,"yes, definitely"
302528723,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528725,Pennsylvania,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528728,Pennsylvania,0.0,1.0,1.0,1.0,0,"yes, definitely"
302528733,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528736,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528738,Alabama,,,,0.0,0,no
302528741,Nebraska,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528744,Georgia,0.0,0.0,1.0,0.0,1,no
302528747,North Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528753,Indiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
302528757,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528759,Illinois,,,,0.0,0,undecided
302528760,Washington,0.0,1.0,1.0,1.0,1,"yes, definitely"
302528764,Nevada,1.0,0.0,1.0,1.0,0,"yes, definitely"
302528767,Illinois,1.0,0.0,1.0,1.0,0,"yes, definitely"
