end_date,poll_margin,true_margin,n_polls_combined,n_questions_combined,filtered,filtered_se,smoothed,smoothed_se,total_error,sampling_noise,systematic_bias,weight,sigma2_u
2024-09-06,-0.5234705750621944,1.4142014404187997,2008.0,2.0,-0.5234705750621944,2.329721119894264,-1.6174457133224853,1.4687347578932908,-1.937672015480994,1.093975138260291,-3.031647153741285,0.0,0.616240029869813
2024-09-08,-3.0700000000000003,1.4142014404187997,1368.0,1.0,-1.768677784173901,1.844836207594995,-1.865861665202287,1.317481331424585,-4.4842014404188,-1.2041383347977133,-3.2800631056210867,0.4889820619850558,0.616240029869813
2024-09-09,-3.0000000000000004,1.4142014404187997,556.0,1.0,-2.007436849898811,1.800063857604359,-1.8834582552827748,1.3013119854109871,-4.4142014404188,-1.1165417447172257,-3.2976596957015745,0.19390461948639956,0.616240029869813
2024-09-11,-0.5079633843060479,1.4142014404187997,1160.0,2.0,-1.47586554189075,1.6991499394373477,-1.8363007538654095,1.2350627392235691,-1.9221648247248475,1.3283373695593617,-3.250502194284209,0.3545053115014099,0.616240029869813
2024-09-12,0.6000000000000014,1.4142014404187997,800.0,1.0,-1.0090192772717612,1.6478694836751333,-1.9132339382757,1.2240389086253851,-0.8142014404187983,2.513233938275701,-3.3274353786944997,0.22489234259063492,0.616240029869813
2024-09-16,-2.8521292125515565,1.4142014404187997,6266.0,6.0,-2.4289247275066965,1.0906429122096577,-2.7340310492286117,0.8662748670889987,-4.266330652970356,-0.11809816332294476,-4.148232489647412,0.7703856525624908,0.616240029869813
2024-09-17,-3.9311303376360835,1.4142014404187997,2420.0,2.0,-2.892958520651012,1.1171147251863156,-2.892096134302246,0.8910081076540787,-5.3453317780548835,-1.0390342033338373,-4.306297574721046,0.3089016510225573,0.616240029869813
2024-09-18,-4.376075152729127,1.4142014404187997,2672.0,3.0,-3.3984750530518566,1.1085046265067973,-2.8916702847194213,0.9224944364758009,-5.790276593147927,-1.484404868009706,-4.305871725138221,0.34084745694782215,0.616240029869813
2024-09-19,-2.5849978141911754,1.4142014404187997,1643.0,2.0,-3.195028125022626,1.176261390570928,-2.637505382631786,0.9966427650101329,-3.999199254609975,0.05250756844061044,-4.051706823050585,0.2500954154712045,0.616240029869813
2024-09-20,-2.0,1.4142014404187997,800.0,1.0,-3.024261205692741,1.309220915414074,-2.3891893221416955,1.0883221684860929,-3.4142014404187995,0.38918932214169555,-3.803390762560495,0.1428978245400305,0.616240029869813
2024-09-23,-6.000000000000001,1.4142014404187997,400.0,1.0,-3.4101668677200676,1.7608929712336228,-1.7042246436730775,1.128991800290628,-7.4142014404188,-4.295775356326923,-3.118426084091877,0.12968398394562844,0.616240029869813
2024-09-25,-1.1555029470849916,1.4142014404187997,6056.0,8.0,-1.7606133014892738,1.0784051677322863,-1.0261487573249555,0.8757313651836219,-2.5697043875037915,-0.1293541897600361,-2.440350197743755,0.7316183805195058,0.616240029869813
2024-09-26,1.033193559205648,1.4142014404187997,2752.0,4.0,-0.7896000177292819,1.0774141218675475,-0.636963105619746,0.9231532206499962,-0.38100788121315166,1.670156664825394,-2.051164546038546,0.34755920225583,0.616240029869813
2024-09-27,-3.0,1.4142014404187997,789.0,1.0,-1.0689812844851212,1.2459740635506813,-0.5559334206967413,1.0265573584777752,-4.4142014404187995,-2.4440665793032585,-1.970134861115541,0.1263939870596788,0.616240029869813
2024-09-29,2.0,1.4142014404187997,808.0,2.0,-0.48100373551454284,1.5004579955326038,-0.14862838349199692,1.0864207242563428,0.5857985595812003,2.148628383491997,-1.5628298239107967,0.19158720580768304,0.616240029869813
2024-09-30,1.2504999241675598,1.4142014404187997,2504.0,3.0,0.2700756727854407,1.2742530414215052,-0.05765150493057136,1.0629990995733047,-0.16370151625123985,1.3081514290981313,-1.471852945349371,0.43377292568811476,0.616240029869813
2024-10-02,-2.0,1.4142014404187997,1339.0,2.0,-0.3866187436301003,1.4247632682918732,-0.30641176481858046,1.1525647839348971,-3.4142014404187995,-1.6935882351814195,-1.7206132052373801,0.2892830509080608,0.616240029869813
2024-10-04,-2.5999999999999943,1.4142014404187997,600.0,1.0,-0.778684594826323,1.6384571813626079,-0.25771426784265816,1.20432277447211,-4.014201440418794,-2.342285732157336,-1.6719157082614577,0.17713435047301307,0.616240029869813
2024-10-07,2.3260715478970053,1.4142014404187997,2464.0,3.0,0.8778749372804631,1.4541373412349252,0.10105394395961431,1.0069873073899678,0.9118701074782056,2.225017603937391,-1.3131474964591854,0.5335554407354323,0.616240029869813
2024-10-08,-0.5798469529319515,1.4142014404187997,3350.0,5.0,0.16495756778889142,1.1812048398255248,-0.1253374980244239,0.9462321053391841,-1.9940483933507513,-0.45450945490752764,-1.5395389384432236,0.48906267668635167,0.616240029869813
2024-10-09,0.7547018521551802,1.4142014404187997,2000.0,3.0,0.33870980040485343,1.1911570756413399,-0.2535525829957016,0.9861570396041826,-0.6594995882636195,1.0082544351508818,-1.6677540234145014,0.29462300393918683,0.616240029869813
2024-10-10,-4.799999999999997,1.4142014404187997,845.0,1.0,-0.41679168273858774,1.317532617061771,-0.5107851704210312,1.0568015592537865,-6.214201440418797,-4.289214829578966,-1.9249866108398308,0.14702162848034722,0.616240029869813
2024-10-11,-0.8999999999999986,1.4142014404187997,600.0,1.0,-0.48299661874157407,1.4247329022891049,-0.5441527664943229,1.1025059396991852,-2.314201440418798,-0.3558472335056757,-1.9583542069131226,0.13701116814007594,0.616240029869813
2024-10-13,-1.0,1.4142014404187997,692.0,1.0,-0.5806132071496483,1.6267677475534812,-0.5812851746115905,1.0765156613823061,-2.4142014404187995,-0.41871482538840954,-1.9954866150303903,0.18881228236934916,0.616240029869813
